origen,destino,tipo_relacion,peso,score_semantico,campo_origen
INDICADOR::los resultados tecnologicos son desarrollados con potencial de comercializacion.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto utiliza tecnologia para maximizar el impacto positivo en comunidades o actores destinatarios.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto genera desarrollos tecnologicos originales con aplicacion demostrada fuera del ambito academico.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto aplica tecnologias preexistentes de forma novedosa y contextualizada para resolver problemas locales.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::las soluciones tecnologicas generadas por el proyecto son adoptadas, adaptadas o sostenidas por actores de interes externos a la academia.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::el proyecto genera ingresos adicionales mediante la implementacion, validacion o comercializacion de procesos, metodologias o productos nuevos o mejorados.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto logra reducir costos en procesos organizativos o productivos mediante la implementacion de mejoras o innovaciones.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto genera nuevas oportunidades laborales directas o indirectas.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto fortalece o consolida eslabones clave de la cadena productiva y/o de suministros estrategicos.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto contribuye a mejorar practicas productivas sostenibles en los sectores o territorios involucrados.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::el proyecto impulsa el crecimiento economico de los grupos de interes (medido en tir, ingresos, calidad de vida, etc.).",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto promueve capacidades productivas mediante la creacion de redes colaborativas o estrategias de economia solidaria.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::el proyecto desarrolla soluciones ambientales asociadas a servicios ecosistemicos, biodiversidad o sostenibilidad ambiental.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::el proyecto genera mejoras sostenibles en el entorno ambiental, economico y social de los grupos de interes.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto fortalece el bienestar fisico y mental de la poblacion.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto contribuye a prevenir riesgos en salud publica.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto desarrolla intervenciones que contribuyeron a disminuir tasas de mortalidad en poblaciones especificas.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto fomenta el dialogo y la integracion entre medicina occidental y tradicional/ancestral.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::el proyecto facilita la participacion activa de los grupos de interes en procesos de formulacion, monitoreo o evaluacion de politicas publicas o iniciativas de ciencia ciudadana.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::numero de documentos oficiales (politica publica, leyes, regulaciones o decisiones judiciales) que citan resultados del proyecto.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::numero de politicas publicas o programas gubernamentales modificados o implementados con base en hallazgos del proyecto.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::numero de manuales, herramientas o metodologias derivadas del proyecto y adoptadas por entidades estatales.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::numero de participaciones del equipo del proyecto en audiencias legislativas o judiciales.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::el proyecto implica colaboracion efectiva con entidades publicas o actores sociales en la formulacion o evaluacion de politicas.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
INDICADOR::numero de informes tecnicos o documentos de politica generados desde el proyecto y entregados a entidades gubernamentales.,CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::numero de seminarios, talleres o capacitaciones organizadas para funcionarios publicos basadas en el proyecto.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
"INDICADOR::numero de redes relacionadas con politicas publicas en las que el proyecto ha participado o contribuido a crear, conformadas por actores de diversos sectores.",CATEGORIA_INDICADOR::impacto_mas_alla_academia,PERTENECE_A,1.0,,
PROYECTO::21806,FRAGMENTO::21806::tipo_documental::1,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::investigador_docente::2,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::nombre_producto::3,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resumen::4,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resumen::5,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resumen::6,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resumen::7,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resumen::8,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resumen::9,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::palabras_clave::10,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::objetivos::11,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::metodologia::12,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::resultados_investigacion::13,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::gran_area::14,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::area_conocimiento::15,CONTIENE,1.0,,
PROYECTO::21806,FRAGMENTO::21806::objetivo_socioeconomico::16,CONTIENE,1.0,,
PROYECTO::21806,"INVESTIGADOR::""janneth arcelia aldana cedeno""",TIENE_INVESTIGADOR,0.65,,
PROYECTO::21806,PALABRA_CLAVE::cuidado,TIENE_PALABRA_CLAVE,0.7,,
PROYECTO::21806,PALABRA_CLAVE::discapacidad,TIENE_PALABRA_CLAVE,0.7,,
PROYECTO::21806,PALABRA_CLAVE::inequidad,TIENE_PALABRA_CLAVE,0.7,,
PROYECTO::21806,GRAN_AREA::ciencias sociales,PERTENECE_GRAN_AREA,0.35,,
PROYECTO::21806,AREA_CONOCIMIENTO::otras ciencias sociales,PERTENECE_AREA_CONOCIMIENTO,0.35,,
PROYECTO::21806,"OBJETIVO_SOCIOECONOMICO::sistemas politicos y sociales, estructuras y procesos",TIENE_OBJETIVO_SOCIOECONOMICO,0.35,,
FRAGMENTO::21806::nombre_producto::3,INDICADOR::numero de menciones en medios de comunicacion y redes sociales de los hallazgos del proyecto.,EVIDENCIA_CANDIDATA_DE,0.627318,0.627318,nombre_producto
FRAGMENTO::21806::nombre_producto::3,INDICADOR::numero de espacios publicos promovidos por el proyecto para debatir la problematica investigativa y social mas alla del ambito academico.,EVIDENCIA_CANDIDATA_DE,0.532155,0.532155,nombre_producto
FRAGMENTO::21806::nombre_producto::3,"INDICADOR::numero de manuales, herramientas o metodologias derivadas del proyecto y adoptadas por entidades estatales.",EVIDENCIA_CANDIDATA_DE,0.520591,0.520591,nombre_producto
FRAGMENTO::21806::resumen::4,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.553523,0.553523,resumen
FRAGMENTO::21806::resumen::4,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.522959,0.522959,resumen
FRAGMENTO::21806::resumen::4,INDICADOR::el proyecto fortalece el bienestar fisico y mental de la poblacion.,EVIDENCIA_CANDIDATA_DE,0.453447,0.453447,resumen
FRAGMENTO::21806::resumen::5,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.616094,0.616094,resumen
FRAGMENTO::21806::resumen::5,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.566164,0.566164,resumen
FRAGMENTO::21806::resumen::5,INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,EVIDENCIA_CANDIDATA_DE,0.530385,0.530385,resumen
FRAGMENTO::21806::resumen::6,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.644148,0.644148,resumen
FRAGMENTO::21806::resumen::6,INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,EVIDENCIA_CANDIDATA_DE,0.594737,0.594737,resumen
FRAGMENTO::21806::resumen::6,INDICADOR::el proyecto desarrolla intervenciones que contribuyeron a disminuir tasas de mortalidad en poblaciones especificas.,EVIDENCIA_CANDIDATA_DE,0.564695,0.564695,resumen
FRAGMENTO::21806::resumen::7,INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,EVIDENCIA_CANDIDATA_DE,0.65862,0.65862,resumen
FRAGMENTO::21806::resumen::7,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.653303,0.653303,resumen
FRAGMENTO::21806::resumen::7,INDICADOR::el proyecto desarrolla intervenciones que contribuyeron a disminuir tasas de mortalidad en poblaciones especificas.,EVIDENCIA_CANDIDATA_DE,0.629887,0.629887,resumen
FRAGMENTO::21806::resumen::8,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.740814,0.740814,resumen
FRAGMENTO::21806::resumen::8,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.701534,0.701534,resumen
FRAGMENTO::21806::resumen::8,INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,EVIDENCIA_CANDIDATA_DE,0.645416,0.645416,resumen
FRAGMENTO::21806::resumen::9,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.731872,0.731872,resumen
FRAGMENTO::21806::resumen::9,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.642749,0.642749,resumen
FRAGMENTO::21806::resumen::9,INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,EVIDENCIA_CANDIDATA_DE,0.637548,0.637548,resumen
FRAGMENTO::21806::palabras_clave::10,INDICADOR::numero de beneficiarios directos e indirectos.,EVIDENCIA_CANDIDATA_DE,0.496726,0.496726,palabras_clave
FRAGMENTO::21806::palabras_clave::10,INDICADOR::numero de menciones en medios de comunicacion y redes sociales de los hallazgos del proyecto.,EVIDENCIA_CANDIDATA_DE,0.464458,0.464458,palabras_clave
FRAGMENTO::21806::palabras_clave::10,INDICADOR::el proyecto fomenta el dialogo y la integracion entre medicina occidental y tradicional/ancestral.,EVIDENCIA_CANDIDATA_DE,0.428382,0.428382,palabras_clave
FRAGMENTO::21806::objetivos::11,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.72791,0.72791,objetivos
FRAGMENTO::21806::objetivos::11,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.64831,0.64831,objetivos
FRAGMENTO::21806::objetivos::11,INDICADOR::el proyecto fortalece el bienestar fisico y mental de la poblacion.,EVIDENCIA_CANDIDATA_DE,0.61575,0.61575,objetivos
FRAGMENTO::21806::metodologia::12,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.713852,0.713852,metodologia
FRAGMENTO::21806::metodologia::12,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.651364,0.651364,metodologia
FRAGMENTO::21806::metodologia::12,INDICADOR::el proyecto fortalece el bienestar fisico y mental de la poblacion.,EVIDENCIA_CANDIDATA_DE,0.596738,0.596738,metodologia
FRAGMENTO::21806::resultados_investigacion::13,INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,EVIDENCIA_CANDIDATA_DE,0.713852,0.713852,resultados_investigacion
FRAGMENTO::21806::resultados_investigacion::13,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.651364,0.651364,resultados_investigacion
FRAGMENTO::21806::resultados_investigacion::13,INDICADOR::el proyecto fortalece el bienestar fisico y mental de la poblacion.,EVIDENCIA_CANDIDATA_DE,0.596738,0.596738,resultados_investigacion
PROYECTO::20194,FRAGMENTO::20194::tipo_documental::1,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::investigador_docente::2,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::nombre_producto::3,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::4,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::5,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::6,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::7,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::8,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::9,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::10,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::11,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::12,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::13,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::14,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::15,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::16,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::17,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::18,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::19,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::20,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::21,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::22,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::23,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::24,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::25,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::26,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::27,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::28,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::29,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::30,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::31,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::32,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::33,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::34,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::35,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::36,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::37,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::38,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::39,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::40,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::41,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::42,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::43,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::44,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::45,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::46,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::47,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resumen::48,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::palabras_clave::49,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::objetivos::50,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::metodologia::51,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::resultados_investigacion::52,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::gran_area::53,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::area_conocimiento::54,CONTIENE,1.0,,
PROYECTO::20194,FRAGMENTO::20194::objetivo_socioeconomico::55,CONTIENE,1.0,,
PROYECTO::20194,"INVESTIGADOR::""juan carlos arias herrera""",TIENE_INVESTIGADOR,0.65,,
PROYECTO::20194,PALABRA_CLAVE::crisis de representacion,TIENE_PALABRA_CLAVE,0.7,,
PROYECTO::20194,PALABRA_CLAVE::arte latinoamericano,TIENE_PALABRA_CLAVE,0.7,,
PROYECTO::20194,PALABRA_CLAVE::realismo,TIENE_PALABRA_CLAVE,0.7,,
PROYECTO::20194,GRAN_AREA::humanidades,PERTENECE_GRAN_AREA,0.35,,
PROYECTO::20194,AREA_CONOCIMIENTO::arte,PERTENECE_AREA_CONOCIMIENTO,0.35,,
PROYECTO::20194,"OBJETIVO_SOCIOECONOMICO::cultura, ocio, religion y medio de comunicacion",TIENE_OBJETIVO_SOCIOECONOMICO,0.35,,
FRAGMENTO::20194::resumen::4,INDICADOR::numero de espacios publicos promovidos por el proyecto para debatir la problematica investigativa y social mas alla del ambito academico.,EVIDENCIA_CANDIDATA_DE,0.499702,0.499702,resumen
FRAGMENTO::20194::resumen::4,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.494901,0.494901,resumen
FRAGMENTO::20194::resumen::4,INDICADOR::numero de menciones en medios de comunicacion y redes sociales de los hallazgos del proyecto.,EVIDENCIA_CANDIDATA_DE,0.490798,0.490798,resumen
FRAGMENTO::20194::resumen::5,"INDICADOR::el proyecto promueve la conservacion, valorizacion o enriquecimiento del patrimonio cultural, ya sea material o inmaterial.",EVIDENCIA_CANDIDATA_DE,0.512767,0.512767,resumen
FRAGMENTO::20194::resumen::5,"INDICADOR::el proyecto fortalece procesos de construccion, preservacion y revitalizacion de la memoria e identidad cultural en comunidades o territorios.",EVIDENCIA_CANDIDATA_DE,0.505511,0.505511,resumen
FRAGMENTO::20194::resumen::5,INDICADOR::numero de espacios publicos promovidos por el proyecto para debatir la problematica investigativa y social mas alla del ambito academico.,EVIDENCIA_CANDIDATA_DE,0.50178,0.50178,resumen
FRAGMENTO::20194::resumen::6,"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",EVIDENCIA_CANDIDATA_DE,0.555004,0.555004,resumen
FRAGMENTO::20194::resumen::6,INDICADOR::el proyecto genera desarrollos tecnologicos originales con aplicacion demostrada fuera del ambito academico.,EVIDENCIA_CANDIDATA_DE,0.540114,0.540114,resumen
FRAGMENTO::20194::resumen::6,"INDICADOR::el proyecto fortalece procesos de construccion, preservacion y revitalizacion de la memoria e identidad cultural en comunidades o territorios.",EVIDENCIA_CANDIDATA_DE,0.535697,0.535697,resumen
FRAGMENTO::20194::resumen::7,INDICADOR::el proyecto establece mecanismos para el dialogo de saberes entre actores academicos y otros actores sociales.,EVIDENCIA_CANDIDATA_DE,0.67619,0.67619,resumen
FRAGMENTO::20194::resumen::7,"INDICADOR::el proyecto fortalece procesos de construccion, preservacion y revitalizacion de la memoria e identidad cultural en comunidades o territorios.",EVIDENCIA_CANDIDATA_DE,0.630855,0.630855,resumen
FRAGMENTO::20194::resumen::7,"INDICADOR::el proyecto incorpora enfoques interdisciplinarios o transdisciplinarios tanto en el planteamiento del problema como en los metodos, tipos de analisis y perspectivas conceptuales utilizadas.",EVIDENCIA_CANDIDATA_DE,0.621628,0.621628,resumen
FRAGMENTO::20194::resumen::8,INDICADOR::el proyecto establece mecanismos para el dialogo de saberes entre actores academicos y otros actores sociales.,EVIDENCIA_CANDIDATA_DE,0.641306,0.641306,resumen
FRAGMENTO::20194::resumen::8,INDICADOR::el proyecto desarrolla productos tecnologicos con participacion de actores no academicos o sectores aplicados.,EVIDENCIA_CANDIDATA_DE,0.624099,0.624099,resumen
FRAGMENTO::20194::resumen::8,"INDICADOR::las soluciones tecnologicas generadas por el proyecto son adoptadas, adaptadas o sostenidas por actores de interes externos a la academia.",EVIDENCIA_CANDIDATA_DE,0.62388,0.62388,resumen
FRAGMENTO::20194::resumen::9,"INDICADOR::el proyecto fortalece procesos de construccion, preservacion y revitalizacion de la memoria e identidad cultural en comunidades o territorios.",EVIDENCIA_CANDIDATA_DE,0.589871,0.589871,resumen
FRAGMENTO::20194::resumen::9,"INDICADOR::el proyecto promueve la conservacion, valorizacion o enriquecimiento del patrimonio cultural, ya sea material o inmaterial.",EVIDENCIA_CANDIDATA_DE,0.583338,0.583338,resumen
FRAGMENTO::20194::resumen::9,INDICADOR::el proyecto establece mecanismos para el dialogo de saberes entre actores academicos y otros actores sociales.,EVIDENCIA_CANDIDATA_DE,0.553358,0.553358,resumen
FRAGMENTO::20194::resumen::10,"INDICADOR::el proyecto fortalece procesos de construccion, preservacion y revitalizacion de la memoria e identidad cultural en comunidades o territorios.",EVIDENCIA_CANDIDATA_DE,0.424465,0.424465,resumen
